,VERB,DIR,GOAL,INSTR,FIN,INF,PART,GERUND,IMPER,A1.anim,A2.anim,is.A2
261,2,0,1,0,1,0,0,0,0,1,0,0
262,2,0,1,0,1,0,0,0,0,1,0,0
263,2,1,0,0,1,0,0,0,0,1,0,1
264,2,1,1,0,1,0,0,0,0,1,0,1
265,2,0,1,0,0,0,1,0,0,1,0,1
266,2,0,0,0,0,0,0,1,0,1,0,0
267,2,1,1,0,1,0,0,0,0,1,1,1
268,2,0,0,0,1,0,0,0,0,1,0,0
269,2,0,1,0,1,0,0,0,0,1,0,0
270,2,0,1,0,1,0,0,0,0,1,0,0
271,2,0,0,0,0,0,0,1,0,1,0,0
272,2,0,1,0,1,0,0,0,0,1,0,0
273,2,0,1,0,1,0,0,0,0,1,1,1
274,2,0,1,0,0,0,0,1,0,1,0,0
275,2,0,0,0,1,0,0,0,0,1,0,0
276,2,0,0,0,0,0,0,1,0,1,0,0
277,2,0,0,0,1,0,0,0,0,1,0,0
278,2,0,1,0,1,0,0,0,0,1,0,0
279,2,1,1,0,1,0,0,0,0,1,1,1
280,2,0,0,0,1,0,0,0,0,1,0,0
281,2,0,1,0,1,0,0,0,0,1,0,0
282,2,0,0,0,1,0,0,0,0,1,0,0
283,2,0,1,0,1,0,0,0,0,1,0,0
284,2,1,0,0,1,0,0,0,0,1,0,1
285,2,0,1,0,1,0,0,0,0,1,0,0
286,2,0,1,0,1,0,0,0,0,1,0,0
287,2,0,1,0,1,0,0,0,0,1,0,0
288,2,0,1,0,1,0,0,0,0,1,0,0
289,2,0,0,0,0,0,0,1,0,1,0,0
290,2,1,1,0,1,0,0,0,0,1,1,1
291,2,0,1,0,1,0,0,0,0,1,0,0
292,2,0,1,0,1,0,0,0,0,1,0,0
293,2,0,0,0,0,0,0,1,0,1,0,0
294,2,0,0,0,1,0,0,0,0,1,0,0
295,2,0,1,0,0,1,0,0,0,1,0,0
296,2,1,0,0,1,0,0,0,0,1,0,1
297,2,0,1,0,1,0,0,0,0,1,0,0
298,2,0,1,0,1,0,0,0,0,1,0,0
299,2,1,1,0,1,0,0,0,0,1,0,1
300,2,0,1,0,1,0,0,0,0,1,0,0
301,2,0,0,0,0,0,0,0,1,1,0,0
302,2,1,0,0,0,0,0,1,0,1,0,1
303,2,0,0,0,1,0,0,0,0,1,0,0
304,2,1,0,0,1,0,0,0,0,1,1,1
305,2,1,0,0,1,0,0,0,0,1,0,1
306,2,0,1,0,1,0,0,0,0,1,0,0
307,2,0,0,0,1,0,0,0,0,1,0,0
308,2,0,1,0,1,0,0,0,0,1,0,1
309,2,1,0,0,1,0,0,0,0,1,0,1
310,2,1,1,0,0,0,0,1,0,1,1,1
311,2,1,1,0,1,0,0,0,0,1,1,1
312,2,0,1,0,1,0,0,0,0,1,0,0
313,2,0,1,0,1,0,0,0,0,1,0,0
314,2,0,1,0,1,0,0,0,0,1,0,0
315,2,0,1,0,1,0,0,0,0,1,0,1
316,2,0,0,0,0,0,0,1,0,1,0,0
317,2,0,0,0,1,0,0,0,0,1,0,0
318,2,0,0,0,0,1,0,0,0,1,0,0
319,2,1,0,0,1,0,0,0,0,1,1,1
320,2,1,0,0,0,0,0,1,0,1,0,0
321,2,1,0,0,1,0,0,0,0,1,1,1
322,2,1,0,0,0,0,0,1,0,1,0,1
323,2,0,1,0,1,0,0,0,0,1,0,0
324,2,0,1,0,1,0,0,0,0,1,0,0
325,2,1,1,0,1,0,0,0,0,1,0,1
326,2,1,0,0,0,0,0,1,0,1,1,1
327,2,1,0,0,0,0,0,1,0,1,0,1
328,2,0,1,0,0,0,0,0,1,1,0,0
329,3,1,0,0,1,0,0,0,0,1,1,1
330,3,1,0,0,1,0,0,0,0,1,0,1
331,3,1,0,0,1,0,0,0,0,1,1,1
332,3,1,0,0,1,0,0,0,0,1,0,1
333,4,0,0,0,0,0,1,0,0,0,0,0
334,3,0,0,0,1,0,0,0,0,1,0,0
335,4,0,0,0,0,0,1,0,0,0,0,0
336,4,0,0,0,0,0,1,0,0,0,0,0
337,3,1,0,0,1,0,0,0,0,1,1,1
338,4,0,0,0,0,0,1,0,0,0,0,0
339,4,0,0,0,0,0,1,0,0,0,0,0
340,4,0,0,0,0,0,1,0,0,0,0,0
341,3,1,0,0,0,0,0,1,0,1,1,1
342,4,0,0,0,0,0,1,0,0,0,0,0
343,3,1,0,0,1,0,0,0,0,1,1,1
344,3,1,0,0,1,0,0,0,0,1,1,1
345,3,1,0,0,1,0,0,0,0,1,1,1
346,4,0,0,0,0,0,1,0,0,0,0,0
347,3,1,0,0,1,0,0,0,0,1,1,1
348,3,1,0,0,0,0,0,1,0,1,1,1
349,3,1,0,0,1,0,0,0,0,1,1,1
350,3,1,0,0,1,0,0,0,0,1,0,1
351,3,1,0,0,1,0,0,0,0,1,1,1
352,3,1,0,0,1,0,0,0,0,1,1,1
353,3,1,0,0,1,0,0,0,0,1,1,1
354,3,1,0,0,1,0,0,0,0,1,1,1
355,3,1,0,0,1,0,0,0,0,1,1,1
356,3,1,0,0,1,0,0,0,0,1,1,1
357,4,0,0,0,0,0,1,0,0,0,0,0
358,3,1,0,0,1,0,0,0,0,1,1,1
359,4,0,0,0,0,0,1,0,0,0,0,0
360,4,0,0,0,0,0,1,0,0,0,0,0
361,4,1,0,0,1,0,0,0,0,1,0,1
362,4,1,0,0,1,0,0,0,0,0,0,1
363,3,1,0,0,1,0,0,0,0,1,1,1
364,3,1,0,0,1,0,0,0,0,1,1,1
365,3,1,0,0,1,0,0,0,0,1,1,1
366,4,0,0,0,0,0,1,0,0,0,0,0
367,3,1,0,0,1,0,0,0,0,1,1,1
368,3,1,0,0,1,0,0,0,0,1,1,1
369,3,0,0,0,1,0,0,0,0,1,0,0
370,3,1,0,0,1,0,0,0,0,1,1,1
371,4,0,0,0,0,0,1,0,0,0,0,0
372,4,0,0,0,0,0,1,0,0,0,0,0
373,3,1,0,0,0,0,0,1,0,1,1,1
374,3,0,0,0,0,0,0,1,0,1,0,0
375,3,1,0,0,1,0,0,0,0,1,0,1
376,3,0,0,0,1,0,0,0,0,1,0,0
377,3,1,0,0,1,0,0,0,0,1,1,1
378,3,1,0,0,1,0,0,0,0,1,1,1
379,4,0,0,0,0,0,1,0,0,0,0,0
380,4,0,0,0,0,0,1,0,0,0,0,0
381,4,0,0,0,1,0,0,0,0,0,0,0
382,3,1,0,0,1,0,0,0,0,1,1,1
383,3,1,0,0,1,0,0,0,0,1,0,1
384,3,1,0,0,1,0,0,0,0,1,1,1
385,3,0,0,0,1,0,0,0,0,1,0,0
386,3,1,0,0,1,0,0,0,0,1,1,1
387,3,1,0,0,1,0,0,0,0,1,0,1
388,3,1,0,0,1,0,0,0,0,1,1,1
389,3,1,0,0,1,0,0,0,0,1,1,1
390,3,1,0,0,1,0,0,0,0,1,1,1
391,3,1,0,0,1,0,0,0,0,1,1,1
392,3,1,0,0,1,0,0,0,0,1,0,1
393,3,1,0,0,1,0,0,0,0,1,1,1
394,3,1,0,0,1,0,0,0,0,1,1,1
395,3,1,0,0,1,0,0,0,0,1,0,1
396,4,0,0,0,0,0,1,0,0,0,0,0
397,4,0,0,0,0,0,1,0,0,0,0,0
398,4,0,0,0,0,0,1,0,0,0,0,0
399,3,1,0,0,1,0,0,0,0,1,1,1
400,3,1,0,0,1,0,0,0,0,1,1,1
401,4,0,0,0,0,0,1,0,0,0,0,0
402,4,0,0,0,0,0,1,0,0,0,0,0
403,3,1,0,0,0,0,0,1,0,1,1,1
404,3,1,0,0,1,0,0,0,0,1,1,1
405,3,1,0,0,1,0,0,0,0,1,1,1
406,3,1,0,0,1,0,0,0,0,1,1,1
407,3,1,0,0,1,0,0,0,0,1,0,1
408,3,1,0,0,0,0,0,1,0,1,0,1
409,3,1,0,0,1,0,0,0,0,1,1,1
410,3,1,0,0,1,0,0,0,0,1,1,1
411,3,1,0,0,1,0,0,0,0,1,0,1
412,4,0,0,0,0,0,1,0,0,0,0,0
413,3,1,0,0,1,0,0,0,0,1,1,1
414,4,0,0,0,0,0,1,0,0,0,0,0
415,3,0,0,0,1,0,0,0,0,1,0,0
416,3,1,0,0,0,0,0,1,0,1,1,1
417,3,1,0,0,1,0,0,0,0,1,0,1
418,3,1,0,0,1,0,0,0,0,1,0,1
419,4,0,0,0,0,0,1,0,0,0,0,0
420,3,1,0,0,1,0,0,0,0,1,0,1
421,3,1,0,0,1,0,0,0,0,1,1,1
422,3,1,0,0,1,0,0,0,0,1,1,1
423,4,0,0,0,0,0,1,0,0,0,0,0
424,3,1,0,0,1,0,0,0,0,1,1,1
425,4,0,0,0,0,0,0,1,0,0,0,0
426,3,1,0,0,1,0,0,0,0,1,1,1
427,3,1,0,0,0,0,0,1,0,1,0,1
428,3,1,0,0,1,0,0,0,0,1,0,1
429,3,1,0,0,1,0,0,0,0,1,0,1
430,4,0,0,0,0,0,1,0,0,0,0,0
431,3,1,0,0,1,0,0,0,0,1,1,1
432,4,0,0,0,0,0,1,0,0,0,0,0
433,3,1,0,0,1,0,0,0,0,1,1,1
434,3,1,0,0,1,0,0,0,0,1,1,1
435,3,1,0,0,1,0,0,0,0,1,1,1
436,3,1,0,0,1,0,0,0,0,1,1,1
437,4,0,0,0,1,0,0,0,0,0,0,0
438,3,1,0,0,1,0,0,0,0,1,1,1
439,3,1,0,0,1,0,0,0,0,1,1,1
440,3,1,0,0,1,0,0,0,0,1,0,1
441,4,0,0,0,0,0,1,0,0,0,0,0
442,3,0,0,0,1,0,0,0,0,1,0,0
443,4,0,0,0,0,0,1,0,0,0,0,0
444,4,0,0,0,0,0,1,0,0,0,0,0
445,3,1,0,0,1,0,0,0,0,1,0,1
446,4,0,0,0,0,0,1,0,0,0,0,0
447,3,1,0,0,1,0,0,0,0,1,1,1
448,3,1,0,0,1,0,0,0,0,1,1,1
449,3,1,0,0,1,0,0,0,0,1,1,1
450,3,1,0,0,1,0,0,0,0,1,1,1
451,3,1,0,0,1,0,0,0,0,1,1,1
452,3,1,0,0,1,0,0,0,0,1,1,1
453,3,1,0,0,1,0,0,0,0,1,1,1
454,3,1,0,0,1,0,0,0,0,1,1,1
455,4,0,0,0,0,0,1,0,0,0,0,0
456,3,1,0,0,1,0,0,0,0,1,1,1
457,3,1,0,0,1,0,0,0,0,1,0,1
458,3,1,0,0,0,0,0,1,0,1,1,1
459,3,1,0,0,1,0,0,0,0,1,1,1
460,3,1,0,0,0,0,0,1,0,1,0,0
461,3,1,0,0,1,0,0,0,0,1,1,1
462,3,1,0,0,1,0,0,0,0,1,0,1
463,3,1,0,0,1,0,0,0,0,1,1,1
464,3,1,0,0,1,0,0,0,0,1,1,1
465,3,1,0,0,1,0,0,0,0,1,1,1
466,3,1,0,0,1,0,0,0,0,1,1,1
467,3,1,0,0,1,0,0,0,0,1,1,1
468,3,1,0,0,0,0,0,1,0,1,1,1
469,3,1,0,0,1,0,0,0,0,1,1,1
470,3,1,0,0,1,0,0,0,0,1,1,1
471,3,1,0,0,1,0,0,0,0,1,1,1
472,3,1,0,0,1,0,0,0,0,1,1,1
473,3,1,0,0,1,0,0,0,0,1,1,1
474,4,0,0,0,0,0,1,0,0,0,0,0
475,3,1,0,0,1,0,0,0,0,1,1,1
476,3,1,0,0,1,0,0,0,0,1,0,1
477,3,1,0,0,1,0,0,0,0,1,1,1
478,3,1,0,0,0,0,0,1,0,1,1,1
479,3,1,0,0,1,0,0,0,0,1,1,1
480,3,0,0,0,1,0,0,0,0,1,0,0
481,4,0,0,0,0,0,1,0,0,0,0,0
482,3,1,0,0,1,0,0,0,0,1,1,1
483,4,0,0,0,1,0,0,0,0,0,0,0
484,3,1,0,0,1,0,0,0,0,1,1,1
485,3,1,0,0,1,0,0,0,0,1,1,1
486,4,0,0,0,0,0,1,0,0,0,0,0
487,3,1,0,0,1,0,0,0,0,1,1,1
488,4,0,0,0,0,0,1,0,0,0,0,0
489,4,0,0,0,1,0,0,0,0,0,0,0
490,4,1,0,0,0,0,0,1,0,0,0,1
491,3,0,0,0,0,0,0,1,0,1,0,0
492,3,1,0,0,1,0,0,0,0,1,1,1
